"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 2","text-lg","text-2xs","text-sm 2","whitespace-pre-wrap","whitespace-pre-wrap 2","text-xs 3","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 4","text-lg 2","text-2xs 3","text-sm 4","whitespace-pre-wrap 3","whitespace-pre-wrap 4","text-xs 5","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 5","text-xs 6","text-lg 3","text-2xs 5","text-sm 6","whitespace-pre-wrap 5","text-xs 7","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 7","text-xs 8","text-lg 4","text-2xs 7","text-2xs 8","relative src 4","inline-flex src","text-xs 9","inline-flex src 2","w-auto src"
"BESTSELLER","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-whole-chicken-1000g/p/1898476","https://cdn.mafrservices.com/pim-content/UAE/media/product/1898476/1756872603/1898476_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/minced-meat/nz-beef-mince-meat-dc-/p/909991","New Zealand Beef Mince","500g - Approx 2 pieces/KG","40",".00","AED 26.29","Tod. 12:00 PM","Tod. 12:00 PM","13% OFF","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-ain-chicken-drumstick-500g/p/365801","https://cdn.mafrservices.com/pim-content/UAE/media/product/365801/1765875603/365801_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-whole-chicken-1000g/p/1898476","Al Khazna, Chicken, Fresh Whole Chicken Pack, 1 kg","AED 33.58 per Kilo","22",".79","AED 27.79","Tod. 12:00 PM","Tod. 12:00 PM","23% OFF","https://www.carrefouruae.com/mafuae/en/minced-meat/nz-beef-mince-meat-dc-/p/909991","https://cdn.mafrservices.com/pim-content/UAE/media/product/909991/1744272003/909991_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-ain-chicken-drumstick-500g/p/365801","Al Ain Fresh Chicken Drumstick 500g","AED 25.28 per Kilo","16",".79","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-ajban-8pcs-cut-sl-chicken-850g/p/1216466","https://cdn.mafrservices.com/sys-master-root/h00/h6b/33990852116510/1216466_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-ajban-8pcs-cut-sl-chicken-850g/p/1216466","Al Ajban 8 Skinless Chicken Cuts 850g","","21",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"18% OFF","https://www.carrefouruae.com/mafuae/en/whole-chicken/saha-fresh-wh-chicken-sp-tray-1000g/p/1795243","https://cdn.mafrservices.com/sys-master-root/h8c/hf5/13603372728350/1795243_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/saha-fresh-wh-chicken-sp-tray-1000g/p/1795243","Saha Fresh Whole Chicken 1kg","AED 36.23 per Kilo","21",".49","AED 26.29","Tod. 12:00 PM","Only 2 left","LOW PRICES","https://www.carrefouruae.com/mafuae/en/chicken-leg/saha-chk-skinless-drumsticks-400g/p/1795220","https://cdn.mafrservices.com/sys-master-root/h5f/h52/13603367911454/1795220_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/saha-chk-skinless-drumsticks-400g/p/1795220","Saha Fresh Skinless Drumstick 400g","500g - Approx 2000 pieces/KG","14",".49","AED 17.99","Tod. 12:00 PM","Tod. 12:00 PM","9% OFF","https://www.carrefouruae.com/mafuae/en/african-other-lamb/sa-dorper-lamb-merguez-dc-/p/2288953","https://cdn.mafrservices.com/pim-content/UAE/media/product/2288953/1776755687/2288953_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-khazna-whole-legs-1kg/p/331529","Al Khazna, Chicken, Fresh Whole Chicken Legs, 1 kg","","29",".99","AED 32.79","Tod. 12:00 PM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-khazna-whole-legs-1kg/p/331529","https://cdn.mafrservices.com/pim-content/UAE/media/product/331529/1756872603/331529_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/african-other-lamb/sa-dorper-lamb-merguez-dc-/p/2288953","South African Dorper Lamb Merguez Import","","27",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","19% OFF","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"7% OFF","https://www.carrefouruae.com/mafuae/en/chicken-leg/tanmiah-drmstck-30-extr900g/p/2244476","https://cdn.mafrservices.com/pim-content/UAE/media/product/2244476/1749700804/2244476_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/tanmiah-drmstck-30-extr900g/p/2244476","Tanmiah Fresh Chicken Drumsticks, 900g","AED 24.77 per Kilo","22",".29","AED 23.99","Tod. 12:00 PM","Tod. 12:00 PM","16% OFF","https://www.carrefouruae.com/mafuae/en/whole-chicken/tanmiah-chicken-bag-800g/p/2244473","https://cdn.mafrservices.com/pim-content/UAE/media/product/2244473/1749700804/2244473_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/tanmiah-chicken-bag-800g/p/2244473","Tanmiah Fresh Chicken Bag, 800g","AED 21.61 per Kilo","17",".29","AED 20.49","Tod. 12:00 PM","Only 4 left","","https://www.carrefouruae.com/mafuae/en/african-other-lamb/sa-dorper-lamb-carcass-di/p/2288425","https://cdn.mafrservices.com/pim-content/UAE/media/product/2288425/1774422709/2288425_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/african-other-lamb/sa-dorper-lamb-carcass-di/p/2288425","South African Dorper Lamb Carcass Import","20KG","979",".80","","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-striploin-steak-dc-/p/264648","https://cdn.mafrservices.com/pim-content/UAE/media/product/264648/1757660717/264648_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-striploin-steak-dc-/p/264648","Australian Beef Striploin Steak","400g - Approx 5 pieces/KG","47",".60","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"30% OFF","https://www.carrefouruae.com/mafuae/en/whole-chicken/tanmiah-chicken-bag-900g/p/2244470","https://cdn.mafrservices.com/pim-content/UAE/media/product/2244470/1749700804/2244470_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-sausage-toulouse-dc-/p/2288987","Australian Lamb Toulouse Import","500g - Approx 2000 pieces/KG","31",".50","AED 45.00","Tod. 12:00 PM","Tod. 12:00 PM","15% OFF","https://www.carrefouruae.com/mafuae/en/whole-chicken/saha-fresh-chicken-mixed-parts-900g/p/1795209","https://cdn.mafrservices.com/sys-master-root/hbb/h34/32102185533470/1795209_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/tanmiah-chicken-bag-900g/p/2244470","Tanmiah Fresh Chicken Bag, 900g","AED 20.85 per Kilo","19",".29","AED 22.79","Tod. 12:00 PM","Tod. 12:00 PM","10% OFF","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-sausage-toulouse-dc-/p/2288987","https://cdn.mafrservices.com/pim-content/UAE/media/product/2288987/1776070800/2288987_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/saha-fresh-chicken-mixed-parts-900g/p/1795209","Saha Fresh Chicken Mixed Parts 900g","AED 22.21 per Kilo","19",".99","AED 22.29","","13% OFF","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-ain-chicken-whole-leg-500g/p/365808","https://cdn.mafrservices.com/sys-master-root/h4c/he3/48116507312158/365808_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-ain-chicken-whole-leg-500g/p/365808","Al Ain Fresh Chicken Whole Leg 500g","AED 30.58 per Kilo","15",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"9% OFF","https://www.carrefouruae.com/mafuae/en/chicken-thigh/tanmiah-thighs-30-extra-900g/p/2244481","https://cdn.mafrservices.com/pim-content/UAE/media/product/2244481/1749700804/2244481_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-thigh/tanmiah-thighs-30-extra-900g/p/2244481","Tanmiah Fresh Chicken Thighs, 900g","AED 23.66 per Kilo","21",".29","AED 23.29","Tod. 12:00 PM","Tod. 12:00 PM","7% OFF","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-rawdah-chicken-fresh-1-1kg/p/154009","https://cdn.mafrservices.com/sys-master-root/h8e/h91/28546540273694/154009_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-rawdah-chicken-fresh-1-1kg/p/154009","Al Rawdah Fresh Chicken 1.1kg","AED 21.81 per Kilo","23",".99","AED 25.79","Tod. 12:00 PM","Tod. 12:00 PM","14% OFF","https://www.carrefouruae.com/mafuae/en/chicken-thigh/al-khazna-thighs-1kg/p/331535","https://cdn.mafrservices.com/pim-content/UAE/media/product/331535/1756872603/331535_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-whole-chicken-900g/p/1898475","Al Khazna, Chicken, Fresh Whole Chicken Packs, 900g","AED 22.77 per Kilo","20",".49","AED 23.79","","LOW PRICES","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-whole-chicken-900g/p/1898475","https://cdn.mafrservices.com/pim-content/UAE/media/product/1898475/1756872603/1898475_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-thigh/al-khazna-thighs-1kg/p/331535","Al Khazna, Chicken, Fresh Chicken Thighs, 1 kg","","29",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","9% OFF","",""
"10% OFF","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-rawdah-chicken-legs-500g/p/12488","https://cdn.mafrservices.com/sys-master-root/haa/h6a/28546427584542/12488_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-rawdah-chicken-legs-500g/p/12488","Al Rawdah Chicken Legs 500g","AED 31.98 per Kilo","15",".99","AED 17.79","Tod. 12:00 PM","Tod. 12:00 PM","Limited Time Offer","https://www.carrefouruae.com/mafuae/en/whole-chicken/saha-fresh-wh-chicken-spl-tray-900g/p/1795242","https://cdn.mafrservices.com/sys-master-root/h11/heb/13603369418782/1795242_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/locally-slaughtered-lamb/local-nuaimi-lamb-carcass-dc-tr-/p/2250000","Nuaimi Lamb Carcass","18KG - Approx 1 piece/KG","1,619",".82","AED 25.79","Tod. 12:00 PM","Tod. 12:00 PM","19% OFF","https://www.carrefouruae.com/mafuae/en/locally-slaughtered-lamb/local-nuaimi-lamb-carcass-dc-tr-/p/2250000","https://cdn.mafrservices.com/pim-content/UAE/media/product/2250000/1753793611/2250000_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-ajban-mixed-chicken-parts-1000g/p/1121096","Al Ajban Chicken Mixed Parts 1kg","AED 21.43 per Kilo","21",".49","AED 23.79","","LOW PRICES","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-ajban-mixed-chicken-parts-1000g/p/1121096","https://cdn.mafrservices.com/sys-master-root/h1d/h56/33990844612638/1121096_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/saha-fresh-wh-chicken-spl-tray-900g/p/1795242","Saha Fresh Whole Chicken 900g","","19",".29","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","17% OFF","","https://cdnprod.mafretailproxy.com/assets/images/tabby_badge_8e0427eefe.svg"
"17% OFF","https://www.carrefouruae.com/mafuae/en/chicken-thigh/al-ain-chicken-thigh-500g/p/365804","https://cdn.mafrservices.com/pim-content/UAE/media/product/365804/1733891880/365804_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-cube-low-fat-dc-/p/740098","Brazilian Low-Fat Beef Cubes","500g - Approx 15 pieces/KG","26",".50","AED 14.99","Tod. 12:00 PM","Tod. 12:00 PM","17% OFF","https://www.carrefouruae.com/mafuae/en/chicken-thigh/al-rawdah-chicken-thighs-500g/p/12439","https://cdn.mafrservices.com/sys-master-root/hb4/hc6/28546426994718/12439_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-thigh/al-ain-chicken-thigh-500g/p/365804","Al Ain Fresh Chicken Thigh 500g","AED 24.98 per Kilo","12",".49","AED 18.49","Tod. 12:00 PM","Tod. 12:00 PM","13% OFF","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-cube-low-fat-dc-/p/740098","https://cdn.mafrservices.com/pim-content/UAE/media/product/740098/1742533804/740098_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-thigh/al-rawdah-chicken-thighs-500g/p/12439","Al Rawdah Chicken Thighs 500g","AED 30.58 per Kilo","15",".29","AED 28.79","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-whole-chicken-1100g/p/1898477","https://cdn.mafrservices.com/pim-content/UAE/media/product/1898477/1756872603/1898477_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-whole-chicken-1100g/p/1898477","Al Khazna, Chicken, Fresh Whole Chicken Pack, 1.1 kg","AED 22.72 per Kilo","24",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"23% OFF","https://www.carrefouruae.com/mafuae/en/whole-chicken/saha-fresh-whole-chicken-1200g/p/1795247","https://cdn.mafrservices.com/sys-master-root/hdd/hf7/14113207549982/1795247_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-ajban-4-pcs-cut-sl-chicken-950g/p/1216464","Al Ajban 4 Skinless Chicken Cuts 950g","AED 23.67 per Kilo","22",".49","AED 29.29","Tod. 12:00 PM","Tod. 12:00 PM","13% OFF","https://www.carrefouruae.com/mafuae/en/whole-chicken/saha-fresh-whole-chicken-1100g/p/1795236","https://cdn.mafrservices.com/sys-master-root/h1d/hf4/14113207418910/1795236_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-picania-dc-/p/1169800","Australian Beef Picania","500g - Approx 5 pieces/KG","45",".00","AED 26.29","Tod. 12:00 PM","Tod. 12:00 PM","12% OFF","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-ajban-4-pcs-cut-sl-chicken-950g/p/1216464","https://cdn.mafrservices.com/sys-master-root/hb1/h5c/33990852575262/1216464_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/saha-fresh-whole-chicken-1100g/p/1795236","Saha Fresh Whole Chicken 1.1kg","AED 20.90 per Kilo","22",".99","AED 28.49","","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-picania-dc-/p/1169800","https://cdn.mafrservices.com/pim-content/UAE/media/product/1169800/1757574174/1169800_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/saha-fresh-whole-chicken-1200g/p/1795247","Saha Fresh Whole Chicken 1.2kg","","24",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"17% OFF","https://www.carrefouruae.com/mafuae/en/chicken-thigh/tanmiah-thighs-boneless-skinless/p/2280451","https://cdn.mafrservices.com/pim-content/UAE/media/product/2280451/1769047800/2280451_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-thigh/tanmiah-thighs-boneless-skinless/p/2280451","Tanmiah Fresh Boneless Skinless Chicken Thighs, 450g","AED 31.98 per Kilo","19",".29","AED 23.29","Tod. 12:00 PM","Tod. 12:00 PM","10% OFF","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-rawdah-chicken-drumstick-500g/p/12435","https://cdn.mafrservices.com/sys-master-root/ha2/h78/28546427158558/12435_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-rawdah-chicken-drumstick-500g/p/12435","Al Rawdah Fresh Chicken Drumstick 500g","AED 34.98 per Kilo","15",".99","AED 17.79","Tod. 12:00 PM","Tod. 12:00 PM","BESTSELLER","https://www.carrefouruae.com/mafuae/en/minced-meat/nz-beef-mince-meat-low-fat-dc-/p/909994","https://cdn.mafrservices.com/pim-content/UAE/media/product/909994/1755838196/909994_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-rwadah-whole-legs-skinless-400g/p/1683906","Al Rawdah Skinless Whole Legs 400g","500g - Approx 30 pieces/KG","13",".99","AED 15.29","","LOW PRICES","https://www.carrefouruae.com/mafuae/en/chicken-leg/al-rwadah-whole-legs-skinless-400g/p/1683906","https://cdn.mafrservices.com/sys-master-root/h09/h10/28546546466846/1683906_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/minced-meat/nz-beef-mince-meat-low-fat-dc-/p/909994","New Zealand Low-Fat Beef Mince","","49",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","9% OFF","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/whole-chicken/tanmiah-chicken-tray-1000g/p/2244477","https://cdn.mafrservices.com/pim-content/UAE/media/product/2244477/1749700804/2244477_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/asian-veal/pak-veal-carcass-cubes-b-les-di-/p/2250157","Pakistan Veal Cubes Boneless","500g - Approx 2 pieces/KG","20",".00","AED 26.29","Tod. 12:00 PM","Tod. 12:00 PM","13% OFF","https://www.carrefouruae.com/mafuae/en/whole-chicken/tanmiah-chicken-mix-portion/p/2280445","https://cdn.mafrservices.com/pim-content/UAE/media/product/2280445/1769047800/2280445_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/uae-chicken-whole-0-9-kg-/p/1593949","Fresh Whole Chicken 900g (UAE)","900g - Pack size 900g","18",".80","AED 20.49","Tod. 12:00 PM","Tod. 12:00 PM","27% OFF","https://www.carrefouruae.com/mafuae/en/asian-veal/pak-veal-carcass-cubes-b-les-di-/p/2250157","https://cdn.mafrservices.com/pim-content/UAE/media/product/2250157/1754384404/2250157_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/tanmiah-chicken-tray-1000g/p/2244477","Tanmiah Fresh Chicken Tray, 1000g","","22",".79","","","Extra 10% off, code - FOOD10","https://www.carrefouruae.com/mafuae/en/chicken/uae-chicken-whole-0-9-kg-/p/1593949","https://cdn.mafrservices.com/pim-content/UAE/media/product/1593949/1740504888/1593949_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/tanmiah-chicken-mix-portion/p/2280445","Tanmiah Fresh Chicken Mixed Portions, 800g","","14",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-shank-blesss-dc-/p/753132","https://cdn.mafrservices.com/pim-content/UAE/media/product/753132/1740504720/753132_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/asian-veal/pak-veal-carcass-cubes-bone-in-di-/p/2250163","Pakistan Veal Cubes Bone-In","500g - Approx 2 pieces/KG","17",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-cube-lowfat-dc-/p/264663","https://cdn.mafrservices.com/pim-content/UAE/media/product/264663/1756974777/264663_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-shoulder-slice-dc-/p/2258131","Australian Lamb Shoulder Slice Import","500g - Approx 2 pieces/KG","32",".50","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/asian-veal/pak-veal-carcass-cubes-bone-in-di-/p/2250163","https://cdn.mafrservices.com/pim-content/UAE/media/product/2250163/1754384404/2250163_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-cube-lowfat-dc-/p/264663","Australian Low Fat Beef Cubes","500g - Approx 5 pieces/KG","35",".00","","","Extra 10% off, code - FOOD10","https://www.carrefouruae.com/mafuae/en/australian-lamb/aus-lamb-shoulder-slice-dc-/p/2258131","https://cdn.mafrservices.com/pim-content/UAE/media/product/2258131/1775032867/2258131_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-shank-blesss-dc-/p/753132","Brazilian Beef Shank","500g - Approx 5 pieces/KG","24",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-tenderloin-steak-dc-/p/733486","https://cdn.mafrservices.com/pim-content/UAE/media/product/733486/1758786912/733486_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken-leg/alyoum-fresh-chicken-whole-legs-900/p/1783893","Alyoum Premium Fresh Chicken Whole Legs 900g","AED 33.10 per Kilo","29",".79","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-cube-boneless-dc-fp-/p/399014","https://cdn.mafrservices.com/sys-master-root/hd1/ha5/11051720310814/399014_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/prepared-chicken/chicken-skwrs-lemon-pep-450g-cpu-pb/p/2162587","Carrefour Chicken Skewers Lemon Pepper 450g","1.20KG - Pack size 1.2 Kg","20",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/chicken-leg/alyoum-fresh-chicken-whole-legs-900/p/1783893","https://cdn.mafrservices.com/sys-master-root/hbe/h72/13185704099870/1783893_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-cube-boneless-dc-fp-/p/399014","Brazilian Beef Cubes (Family Pack)","500g - Approx 5 pieces/KG","43",".79","","","","https://www.carrefouruae.com/mafuae/en/prepared-chicken/chicken-skwrs-lemon-pep-450g-cpu-pb/p/2162587","https://cdn.mafrservices.com/pim-content/UAE/media/product/2162587/1729507203/2162587_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-tenderloin-steak-dc-/p/733486","Brazilian Beef Tenderloin Slice","","50",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/chicken/uae-chicken-drumstick-tr-/p/1593955","https://cdn.mafrservices.com/pim-content/UAE/media/product/1593955/1751616004/1593955_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-ribeye-steak-dc-fp-/p/740096","Brazilian Ribeye Beef Family Pack 1.5Kg","1.50KG - Pack size 1.5kg","88",".34","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-s-pack-1000g/p/1090756","https://cdn.mafrservices.com/pim-content/UAE/media/product/1090756/1722568203/1090756_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/south-african-beef/sa-beef-mince-meat-di/p/2290854","South African Beef Mince Import","500g - Approx 2 pieces/KG","25",".00","","Tod. 12:00 PM","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/brazilian-beef/braz-beef-ribeye-steak-dc-fp-/p/740096","https://cdn.mafrservices.com/sys-master-root/h05/h4c/12631685136414/740096_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whole-chicken/alyoum-fresh-chicken-s-pack-1000g/p/1090756","Alyoum Premium Fresh Chicken 1000g","500g - Approx 2 pieces/KG","25",".99","","","","https://www.carrefouruae.com/mafuae/en/south-african-beef/sa-beef-mince-meat-di/p/2290854","https://cdn.mafrservices.com/pim-content/UAE/media/product/2290854/1774257000/2290854_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/uae-chicken-drumstick-tr-/p/1593955","Fresh Chicken Drumsticks (UAE)","","15",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/prepared-chicken/chicken-red-sh-tawook-450g-cpu-pb/p/2162588","Carrefour Chicken Shish Tawook Red 450g","AED 37.58 per Kilo","19",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/mix-prepared/braz-seasoned-beef-burger-100g/p/1476497","Seasoned Brazilian Beef Burger 100g Piece","500g - Approx 5 pieces/KG","8",".99","","Tod. 12:00 PM","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/whole-chicken/al-khazna-meat-mince-500g/p/331553","Al Khazna, Chicken, Fresh Chicken Mince, 500g","","18",".79","","","","","","https://www.carrefouruae.com/mafuae/en/australian-beef/aus-beef-tenderloin-roast-dc-/p/423327","Australian Beef Tenderloin Roast","","99",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png",""
