"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-lg","text-2xs","whitespace-pre-wrap","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 3","text-lg 2","text-2xs 3","whitespace-pre-wrap 2","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 4","text-lg 3","text-2xs 5","whitespace-pre-wrap 3","whitespace-pre-wrap 4","text-xs 4","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 5","text-lg 4","text-2xs 7","whitespace-pre-wrap 5","inline-flex src","text-xs 6","text-xs 7","text-xs 8","inline-flex src 2"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/double-cream-milk/al-ain-milk-double-cream-2l/p/11534","https://cdn.mafrservices.com/pim-content/UAE/media/product/11534/1765887003/11534_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/double-cream-milk/al-ain-milk-double-cream-2l/p/11534","Al Ain Farms Double Cream Fresh Milk, 2L","13",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-yogurt-yellow-fruit-125gx8/p/1075508","https://cdn.mafrservices.com/sys-master-root/hf1/h22/46715134050334/1075508_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/energy-milk/nada-protein-milk-plain-320ml/p/1673325","Nada Plain 0% Fat Protein Milk, 320ml","AED 6.75 per Liter","6",".19","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/energy-milk/nada-protein-milk-plain-320ml/p/1673325","https://cdn.mafrservices.com/pim-content/UAE/media/product/1673325/1755234604/1673325_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/energy-milk/nada-protein-milk-vanilla-320ml/p/1673326","Nada Vanilla Flavoured 0% Fat Protein Milk, 320ml","6",".19","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/energy-milk/nada-protein-milk-vanilla-320ml/p/1673326","https://cdn.mafrservices.com/pim-content/UAE/media/product/1673326/1755234604/1673326_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-yogurt-yellow-fruit-125gx8/p/1075508","Carrefour Classic Yellow Fruit Yoghurt 125g Pack of 8","23",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 19.34 per Liter","AED 19.34 per Liter","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/plain-laban/meliha-organic-laban-tetratop-1l/p/2266527","https://cdn.mafrservices.com/pim-content/UAE/media/product/2266527/1764130204/2266527_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/plain-laban/meliha-organic-laban-tetratop-1l/p/2266527","Meliha Full Fat Organic Fresh Laban, 1L","9",".99","Only 1 left","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kraft-block-cheddar-cheese-250g/p/11821","https://cdn.mafrservices.com/sys-master-root/hbf/hff/62359351361566/11821_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/fresh-cream/al-marai-breakfast-cream-light-100g/p/689397","Almarai Fresh Cream Lite, 100g","AED 38.90 per Kilo","3",".89","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/fresh-cream/al-marai-breakfast-cream-light-100g/p/689397","https://cdn.mafrservices.com/pim-content/UAE/media/product/689397/1756703404/689397_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sport-and-energy-yogurt/yopro-prot-yogh-150gr-straw/p/2259716","YoPro Protein Yogurt, Triple Zero Strawberry Flavoured High Protein Yogurt, Fat Free Milk, 150g","6",".39","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/sport-and-energy-yogurt/yopro-prot-yogh-150gr-straw/p/2259716","https://cdn.mafrservices.com/pim-content/UAE/media/product/2259716/1759323607/2259716_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kraft-block-cheddar-cheese-250g/p/11821","Kraft Processed Cheddar Cheese Block, 250g","16",".99","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 42.60 per Kilo","AED 67.96 per Kilo","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/balade-grk-yog-lf-acaibrry180g/p/2218475","https://cdn.mafrservices.com/pim-content/UAE/media/product/2218475/1731707403/2218475_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/balade-grk-yog-lf-acaibrry180g/p/2218475","Balade Farms Acai Berry Protein Low Fat Greek Yogurt, 180g","7",".69","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/others-sliced-cheese/crf-cheese-cheddar-slices-red-200g/p/1010417","https://cdn.mafrservices.com/sys-master-root/h13/hb7/46641006936094/1010417_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/danone-greek-yog-150g-2-1-mberries/p/1939616","Danone Mixed Berries Greek Yoghurt, 150g Pack of 3","AED 42.72 per Kilo","12",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/danone-greek-yog-150g-2-1-mberries/p/1939616","https://cdn.mafrservices.com/pim-content/UAE/media/product/1939616/1748369403/1939616_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/rdf-reblochon-aop-450g/p/1406158","Reflets De France Reblochon AOP 450g","51",".49","Only 4 left","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/french-cheese/rdf-reblochon-aop-450g/p/1406158","https://cdn.mafrservices.com/sys-master-root/h61/h83/62937338576926/1406158_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/others-sliced-cheese/crf-cheese-cheddar-slices-red-200g/p/1010417","Carrefour Classic Cheddar Cheese Slices 200g","18",".99","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 27.31 per Kilo","AED 114.42 per Kilo","AED 94.95 per Kilo",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/full-fat-milk/almarai-milk-ff-180ml/p/1918496","https://cdn.mafrservices.com/pim-content/UAE/media/product/1918496/1767543000/1918496_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/full-fat-milk/almarai-milk-ff-180ml/p/1918496","Almarai Full Fat Fresh Milk, 180ml","1",".89","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/nada-greek-yogurt-honey-160g/p/1371393","https://cdn.mafrservices.com/sys-master-root/h43/h8e/63391967871006/1371393_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/nada-greek-yogurt-honey-160g/p/1371393","Nada Honey Greek Yogurt, 160g","AED 10.50 per Liter","6",".19","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/labneh/balade-lebanese-labneh-225g/p/1252868","https://cdn.mafrservices.com/pim-content/UAE/media/product/1252868/1748923203/1252868_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/labneh/balade-lebanese-labneh-225g/p/1252868","Balade Original Labneh, 225g","5",".59","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/almarai-vetal-zabadi-170g/p/1918495","https://cdn.mafrservices.com/pim-content/UAE/media/product/1918495/1756703404/1918495_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/almarai-vetal-zabadi-170g/p/1918495","Almarai Vetal Full Fat Fresh Yoghurt, 170g","1",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 38.69 per Kilo","AED 24.84 per Kilo","AED 11.71 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/the-three-cows-mozza-block-2oog/p/203954","https://cdn.mafrservices.com/sys-master-root/hbc/hdf/17413716115486/203954_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/the-three-cows-mozza-block-2oog/p/203954","The Three Cows Mozzarella Cheese Block, 200g","8",".89","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/lurpak-butter-unsalted-500gx2/p/767233","https://cdn.mafrservices.com/pim-content/UAE/media/product/767233/1776164400/767233_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sport-and-energy-yogurt/yopro-prot-yogh-150gr-mix-ber/p/2259715","YoPro Protein Yogurt, Triple Zero Mixed Berries Flavoured High Protein Yogurt, Fat Free Milk, 150g","AED 44.45 per Kilo","6",".39","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/sport-and-energy-yogurt/yopro-prot-yogh-150gr-mix-ber/p/2259715","https://cdn.mafrservices.com/pim-content/UAE/media/product/2259715/1759323607/2259715_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/soya-uht-milk/alpro-soya-milk-unsweetened-1l/p/1054815","Alpro Soya Unsweetened Drink, 100% Plant-Based, Lactose & Dairy Free  1L","13",".79","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/soya-uht-milk/alpro-soya-milk-unsweetened-1l/p/1054815","https://cdn.mafrservices.com/pim-content/UAE/media/product/1054815/1728047403/1054815_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/lurpak-butter-unsalted-500gx2/p/767233","Lurpak Spreadable Unsalted Butter, 500g Pack of 2","50",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 42.60 per Kilo","","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/french-cheese/raclette-piment-kg/p/1767730","https://cdn.mafrservices.com/sys-master-root/h06/h72/45540423794718/1767730_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/raclette-piment-kg/p/1767730","Raclette Piment","14",".90","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/energy-milk/almarai-protein-m-choc-400ml-nsa/p/1944656","https://cdn.mafrservices.com/pim-content/UAE/media/product/1944656/1753596603/1944656_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/low-fat-milk/al-marai-milk-lf-500ml/p/70137","Almarai Low Fat Fresh Milk, 500ml","100g - Approx 50 pieces/KG","3",".69","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/low-fat-milk/al-marai-milk-lf-500ml/p/70137","https://cdn.mafrservices.com/pim-content/UAE/media/product/70137/1767553800/70137_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uht-milk-low-fat/lacnor-uht-milk-half-cream-1lx4/p/273102","Lacnor UHT Half Cream Milk, 1L Pack of 4","17",".49","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/uht-milk-low-fat/lacnor-uht-milk-half-cream-1lx4/p/273102","https://cdn.mafrservices.com/pim-content/UAE/media/product/273102/1758859804/273102_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/energy-milk/almarai-protein-m-choc-400ml-nsa/p/1944656","Almarai Chocolate No Added Sugar Fat Free Protein Milk, 400ml","8",".19","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 7.38 per Liter","AED 4.37 per Liter","AED 20.47 per Liter",""
"","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/balade-halloumi-chees-250g/p/1252927","https://cdn.mafrservices.com/pim-content/UAE/media/product/1252927/1748923203/1252927_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/balade-halloumi-chees-250g/p/1252927","Balade Cheese Halloumi, 250g","14",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/balade-stirred-yogurt-1kg/p/1364514","https://cdn.mafrservices.com/pim-content/UAE/media/product/1364514/1748923203/1364514_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/al-jazeera-om3-white-egg-m30/p/1174359","Al Jazira Omega 3 Medium White Eggs, 30 PCS","AED 57.16 per Kilo","38",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/al-jazeera-om3-white-egg-m30/p/1174359","https://cdn.mafrservices.com/pim-content/UAE/media/product/1174359/1764223803/1174359_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/danone-greek-yog-150g-2-1-lemon-pie/p/1939615","Danone Lemon Pie Greek Yoghurt, 150g Pack of 3","12",".29","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/danone-greek-yog-150g-2-1-lemon-pie/p/1939615","https://cdn.mafrservices.com/pim-content/UAE/media/product/1939615/1748369403/1939615_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/balade-stirred-yogurt-1kg/p/1364514","Balade Stirred Full Fat Yogurt, 1kg","8",".59","","","AED 27.31 per Kilo","","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/puff-pastry-dough-pizza-bases/g-loaf-pizza-base-medium-450g/p/12232","https://cdn.mafrservices.com/pim-content/UAE/media/product/12232/1766124600/12232_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/puff-pastry-dough-pizza-bases/g-loaf-pizza-base-medium-450g/p/12232","Golden Loaf Medium Pizza Base, 450g","9",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/nada-greek-yoghurt-strawberry-160g/p/1548683","https://cdn.mafrservices.com/sys-master-root/h82/h64/63391970230302/1548683_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/greek-yogurt/kri-kri-greek-yogurt-10-1kg/p/1921929","Kri Kri Greek Yogurt, 1kg","AED 20.64 per Kilo","44",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/greek-yogurt/kri-kri-greek-yogurt-10-1kg/p/1921929","https://cdn.mafrservices.com/pim-content/UAE/media/product/1921929/1764663005/1921929_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/full-fat-milk/al-ain-milk-ff-250ml/p/346431","Al Ain Farms Full Cream Fresh Milk, 250ml","1",".99","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/full-fat-milk/al-ain-milk-ff-250ml/p/346431","https://cdn.mafrservices.com/sys-master-root/h45/h27/32565263433758/346431_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/nada-greek-yoghurt-strawberry-160g/p/1548683","Nada Strawberry Greek Yoghurt 160g","6",".19","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 7.96 per Liter","AED 38.69 per Kilo","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/al-marai-slice-cheese-burger-200g/p/78703","https://cdn.mafrservices.com/pim-content/UAE/media/product/78703/1748257203/78703_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/white-eggs/dana-eggs-white-large-30s/p/2262363","Dana White Large Eggs, 30 PCS","23",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/white-eggs/dana-eggs-white-large-30s/p/2262363","https://cdn.mafrservices.com/pim-content/UAE/media/product/2262363/1765260604/2262363_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/al-marai-slice-cheese-burger-200g/p/78703","Almarai Burger Slice Cheese, 200g","AED 12.20 per Kilo","7",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/chtoora-akawi-cheese-400g/p/1087763","https://cdn.mafrservices.com/pim-content/UAE/media/product/1087763/1758183005/1087763_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/chtoora-akawi-cheese-400g/p/1087763","Chtoora Akawi Cheese, 400g","11",".99","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/french-cheese/raclette-poivre-vert-kg/p/1767731","https://cdn.mafrservices.com/sys-master-root/h0f/h64/45540423368734/1767731_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/french-cheese/raclette-poivre-vert-kg/p/1767731","Raclette Poivre Vert","16",".50","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 38.95 per Kilo","AED 29.97 per Kilo","100g - Approx 50 pieces/KG","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/plain-laban/almarai-laban-ff-w-vitamins-360ml/p/1079654","https://cdn.mafrservices.com/pim-content/UAE/media/product/1079654/1760674205/1079654_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/plain-laban/almarai-laban-ff-w-vitamins-360ml/p/1079654","Almarai Full Fat Fresh Laban with Vitamins, 360ml","3",".19","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/nada-greek-yoghurt-b-br-r-br-160g/p/1548693","https://cdn.mafrservices.com/sys-master-root/h79/h6a/64173920387102/1548693_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/holland-cheese/leerdammer-natural-original-160g/p/1491710","Leerdammer Original Cheese Slices, 160g","AED 8.86 per Liter","14",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/holland-cheese/leerdammer-natural-original-160g/p/1491710","https://cdn.mafrservices.com/sys-master-root/he4/he3/12659598917662/1491710_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/nada-greek-yoghurt-b-br-r-br-160g/p/1548693","Nada Blackberry Raspberry Greek Yogurt, 160g","6",".19","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/saha-selenium-eggs-white-x30/p/1927945","https://cdn.mafrservices.com/sys-master-root/h3c/h9a/48662212050974/1927945_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/saha-selenium-eggs-white-x30/p/1927945","Saha Selenium White Eggs Medium 30 PCS","25",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 92.44 per Kilo","AED 38.69 per Kilo","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/energy-milk/nada-protein-milk-strawberry-320ml/p/1673324","https://cdn.mafrservices.com/pim-content/UAE/media/product/1673324/1755234604/1673324_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/energy-milk/nada-protein-milk-strawberry-320ml/p/1673324","Nada Strawberry Flavoured 0% Fat Protein Milk, 320ml","6",".19","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/galbani-mozzarella-125gr/p/11808","https://cdn.mafrservices.com/pim-content/UAE/media/product/11808/1751043604/11808_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/puff-pastry-dough-pizza-bases/id-malabar-parota-400g/p/1588824","ID Just Heat Malabar Parota 400g","AED 19.34 per Liter","5",".89","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/puff-pastry-dough-pizza-bases/id-malabar-parota-400g/p/1588824","https://cdn.mafrservices.com/sys-master-root/h85/hfa/11264078807070/1588824_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/marias-pittas-halomi-200g/p/798899","Pittas Halloumi Cheese 200g","13",".49","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/marias-pittas-halomi-200g/p/798899","https://cdn.mafrservices.com/pim-content/UAE/media/product/798899/1728466804/798899_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/galbani-mozzarella-125gr/p/11808","Galbani Mozzarella, 125g","18",".79","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 14.72 per Kilo","AED 67.45 per Kilo","AED 150.32 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/soya-uht-milk/alpro-soya-milkvanilla-1l/p/1054817","https://cdn.mafrservices.com/pim-content/UAE/media/product/1054817/1767859800/1054817_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/almarai-feta-cheese-in-tub200g/p/1170111","Almarai Premium Feta Cheese Cubes, 200g","9",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/almarai-feta-cheese-in-tub200g/p/1170111","https://cdn.mafrservices.com/pim-content/UAE/media/product/1170111/1757925110/1170111_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/soya-uht-milk/alpro-soya-milkvanilla-1l/p/1054817","Alpro Subtly Smooth Soya Vanilla Drink, 1L","AED 47.45 per Kilo","13",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/crf-cheese-mascarpone-500g/p/1184772","https://cdn.mafrservices.com/sys-master-root/h5f/hcc/9287659749406/1184772_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-dessert-soja-chocolate-100gx4/p/881676","Carrefour Sensation Chocolate Soya Dessert, 100g, Pack of 4","14",".79","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-dessert-soja-chocolate-100gx4/p/881676","https://cdn.mafrservices.com/sys-master-root/h1f/h61/12636105605150/881676_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/crf-cheese-mascarpone-500g/p/1184772","Carrefour Mascarpone 500g","38",".79","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 36.97 per Kilo","AED 77.58 per Kilo","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/american-h-shrd-mexican-chs-227g/p/1411536","https://cdn.mafrservices.com/sys-master-root/h6b/h8a/47882611458078/1411536_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/shredded-grated-cheese/american-h-shrd-mexican-chs-227g/p/1411536","American Heritage Mexican Style Shredded Cheese, 227g","24",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/president-red-cheddar/p/1723363","https://cdn.mafrservices.com/sys-master-root/h2f/h7b/28205709557790/1723363_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/plain-laban/chtoora-laban-airan-225ml/p/1087754","Chtoora Laban Airan, 225ml","AED 107 per Kilo","1",".69","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/plain-laban/chtoora-laban-airan-225ml/p/1087754","https://cdn.mafrservices.com/pim-content/UAE/media/product/1087754/1758183005/1087754_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/unsalted-butter/lurpak-butter-blocks-50gx6/p/1186551","Lurpak Unsalted Butter Blocks, 50g Pack of 6","26",".29","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/unsalted-butter/lurpak-butter-blocks-50gx6/p/1186551","https://cdn.mafrservices.com/sys-master-root/h45/h79/34851919724574/1186551_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/president-red-cheddar/p/1723363","President Red Cheddar","24",".67","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 7.51 per Liter","AED 87.63 per Kilo","350g - Approx 36 pieces/KG",""
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-tubs-cream-cheese-spread-200g/p/11869","Puck Natural Cream Cheese Spread, 200g","10",".79","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kraft-block-cheddar-cheese-500g/p/11822","Kraft Cheddar Cheese Block, 500g","AED 53.95 per Kilo","27",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/almarai-maher-set-yoghurt-100gm/p/993305","Almarai Strawberry Flavoured Fresh Yoghurt, 100g","1",".39","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-jar-cheese-cream-240g/p/11704","Puck Cream Cheese Spread Jar, 240g","11",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 55.98 per Kilo","AED 13.90 per Kilo","AED 47.88 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
